t	P	cov	tau2_dicker1	tau2_dicker2	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	var.prs.geno	var.pheno	vg_HEreg	vg_HEreg_new	vg_HEreg_cov	vg_123	vg_HEreg_noa	vg_HEreg_a
12	0.6	neg	0.978900036	0.842803153	0.5	0.017179869	-0.008275117	0.938770132	0.060229868	0.004138965	0.994863848	0.991999874	1.23709106	0.6728989	0.832437214	0.873775167	0.994861035	0.832992975382008	0.836148443721376
12	0.6	pos	2.108768068	1.824648151	0.5	0.017179869	0.06951786	0.938770132	0.060229868	0.004138965	1.072656825	1.066594867	1.333929602	1.360652	1.81501398	0.872454805	0.994861035	1.81521561793323	0.83490236929641
12	0.9	neg	0.915376307	0.102078604	0.5	0.135090022	-0.065069512	0.938770132	0.060229868	0.032545817	0.966476304	0.969372179	1.211737012	0.0692273	0.083885282	0.104513232	0.966454183	0.0839349129349286	0.103552076113842
12	0.9	pos	57.0546106	6.369953069	0.5	0.135090022	0.546637995	0.938770132	0.060229868	0.032545817	1.578183812	1.58224434	1.976003669	2.899387	5.72919935	0.10531356	0.966454183	5.73130082142098	0.101938994506923
13	0	neg	1.001197628	1.001408257	0.5	3.05e-05	-1.47e-05	0.938770132	0.060229868	7.35e-06	0.998992653	0.997456394	1.252710049	0.7990667	1.000998885	0.994523792	0.99899265	1.0015182468625	1.00096841524542
13	0	pos	0.992915782	0.993125805	0.5	3.05e-05	0.000123489	0.938770132	0.060229868	7.35e-06	0.999130841	0.996548022	1.246195307	0.7965754	0.992688525	0.994332894	0.99899265	0.99312993125182	0.991274735656927
13	0.3	neg	1.013881412	1.013594935	0.5	0.000924301	-0.000445213	0.938770132	0.060229868	0.000222682	0.998777469	1.004767395	1.260306899	0.8036649	1.012864418	1.006659319	0.998777318	1.0133741537574	1.01278640544267
13	0.3	pos	1.009392174	1.009128068	0.5	0.000924301	0.00374016	0.938770132	0.060229868	0.000222682	1.002962842	1.002450922	1.255605511	0.8029089	1.00813684	1.006447117	0.998777318	1.00858456830406	0.994855547299639
13	0.6	neg	1.003207828	0.907364275	0.5	0.013743895	-0.006620093	0.938770132	0.060229868	0.003311172	0.995691079	1.001716513	1.254635853	0.7165729	0.899038052	0.919981356	0.995688828	0.89966218823463	0.901178908992485
13	0.6	pos	1.757894545	1.596644263	0.5	0.013743895	0.055614288	0.938770132	0.060229868	0.003311172	1.05792546	1.065407213	1.328405245	1.196054	1.588844407	0.920942583	0.995688828	1.5889838015779	0.896935545307858
13	0.9	neg	0.924035204	0.111468588	0.5	0.128335521	-0.061816037	0.938770132	0.060229868	0.030918526	0.968102489	0.970282142	1.21505698	0.0761541	0.092531571	0.1158663	0.968081474	0.0925873636984366	0.112131937346357
13	0.9	pos	51.78983779	6.268891349	0.5	0.128335521	0.519306096	0.938770132	0.060229868	0.030918526	1.549224622	1.548013398	1.937344409	2.92791	5.672370068	0.11581274	0.968081474	5.673552054683	0.110949777294699
14	0	neg	1.001023676	1.001113035	0.5	1.53e-05	-7.35e-06	0.938770132	0.060229868	3.68e-06	0.998996326	0.998980304	1.253314028	0.7981313	1.000309154	0.991437455	0.99899632	1.00089480524802	1.00018566543107
14	0	pos	0.996435204	0.996538987	0.5	1.53e-05	6.17e-05	0.938770132	0.060229868	3.68e-06	0.99906542	1.000832996	1.246251883	0.7988539	0.995573177	0.991399807	0.99899632	0.996172458964886	0.994820463295292
14	0.3	neg	0.988219635	0.988176021	0.5	0.000600796	-0.000289389	0.938770132	0.060229868	0.000144743	0.998855355	0.99434468	1.241653933	0.7950742	0.987207008	0.990393776	0.998855257	0.98782529734847	0.987307436210011
14	0.3	pos	1.031454668	1.031430065	0.5	0.000600796	0.002431104	0.938770132	0.060229868	0.000144743	1.001575847	1.012619092	1.270897932	0.8107912	1.03043286	0.990216282	0.998855257	1.03084871385733	1.0222519585973
14	0.6	neg	0.975533472	0.913244126	0.5	0.010995116	-0.005296075	0.938770132	0.060229868	0.002648938	0.996352863	0.988317379	1.23585846	0.7337545	0.906816706	0.924540397	0.996351062	0.90730960748842	0.906889188492634
14	0.6	pos	1.489788772	1.397855479	0.5	0.010995116	0.044491431	0.938770132	0.060229868	0.002648938	1.046140368	1.050243168	1.31421181	1.058574	1.391190453	0.92516496	0.996351062	1.39173168463288	0.932924206632232
14	0.9	neg	0.927619707	0.121086324	0.5	0.121918745	-0.058725235	0.938770132	0.060229868	0.0293726	0.969647365	0.970285309	1.216753288	0.08341682	0.10149769	0.126011657	0.9696274	0.101547249561522	0.121798935661575
