t	P	cov	va.term4	va.term1	va.term2	va.term3	exp.vg	var.pheno	vg_HEreg	vg_HEreg_new	vg_HEreg_cov	vg_123	vg_HEreg_noa	vg_HEreg_a
17	0	neg	-0.010112582	0.938037994	0.059919598	0.00505801	0.99290302	1.256556092	0.62887	0.790210429	0.9354622	0.992899582	0.781185902454525	0.786946428098201
17	0	pos	0.084954099	0.938037994	0.059919598	0.00505801	1.087969701	1.363832765	1.534382	2.092640446	0.9357509	0.992899582	2.08182788323707	0.786785633478
17	0.3	neg	-0.014901994	0.938037994	0.059919598	0.00745353	0.990509128	1.241254777	0.5147399	0.63892336	0.82994282	0.990504062	0.637195809106837	0.65060297588983
17	0.3	pos	0.125189135	0.938037994	0.059919598	0.00745353	1.130600257	1.427490084	2.008291	2.866815489	0.824804284	0.990504062	2.82255718893597	0.646063482356371
17	0.6	neg	-0.027441002	0.938037994	0.059919598	0.013725165	0.984241756	1.237629482	0.2823158	0.349402357	0.521132256	0.984232427	0.349176014047425	0.373937868094651
17	0.6	pos	0.230527229	0.938037994	0.059919598	0.013725165	1.242209986	1.560424152	2.838919	4.429917772	0.52515217	0.984232427	4.45039418177365	0.373950117321957
17	0.9	neg	-0.076510409	0.938037994	0.059919598	0.03826821	0.959715393	1.194896985	0.04935769	0.058977355	0.123313387	0.959689382	0.0582266064243297	0.0774966042542324
17	0.9	pos	0.642751035	0.938037994	0.059919598	0.03826821	1.678976837	2.09753052	2.734001	5.73465054	0.124268314	0.959689382	5.76890125990742	0.0809616751652458
18	0	neg	-0.009435405	0.938410406	0.060154965	0.004719307	0.993849272	1.243236721	0.6441696	0.800855301	0.9354889	0.993846064	0.799569907230223	0.803155102898869
18	0	pos	0.079265249	0.938410406	0.060154965	0.004719307	1.082549927	1.357961135	1.47791	2.006944341	0.9354806	0.993846064	1.99127007136724	0.799255742981272
18	0.3	neg	-0.013907695	0.938410406	0.060154965	0.006956212	0.991613888	1.246040455	0.5427738	0.676318113	0.844271132	0.991609159	0.677723611461813	0.687007711264559
18	0.3	pos	0.1168362	0.938410406	0.060154965	0.006956212	1.122357783	1.407103983	1.945477	2.737488435	0.841419447	0.991609159	2.75300632642394	0.685861415774602
18	0.6	neg	-0.025756359	0.938410406	0.060154965	0.012882557	0.98569157	1.241856738	0.3116492	0.387023659	0.57429964	0.985682814	0.387976332466063	0.412375796666425
18	0.6	pos	0.216374824	0.938410406	0.060154965	0.012882557	1.227822752	1.534589086	2.798066	4.293881545	0.57535944	0.985682814	4.30884197672956	0.394365296226643
18	0.9	neg	-0.074760324	0.938410406	0.060154965	0.03739287	0.961197917	1.199555439	0.05396414	0.064732978	0.121249566	0.961172501	0.0655461987951901	0.0836730863659686
18	0.9	pos	0.62804887	0.938410406	0.060154965	0.03739287	1.664007111	2.06170332	2.77159	5.714196304	0.122658554	0.961172501	5.80639759262366	0.0816432741798432
19	0	neg	-0.00880356	0.938770132	0.060229868	0.004403277	0.994599716	1.243836895	0.6627696	0.824377282	0.9492512	0.994596723	0.824304885194441	0.827778898446187
19	0	pos	0.073957224	0.938770132	0.060229868	0.004403277	1.0773605	1.353636608	1.370203	1.854756941	0.9492538	0.994596723	1.85442980633071	0.844683270131541
19	0.3	neg	-0.012978626	0.938770132	0.060229868	0.006491519	0.992512893	1.243317636	0.5656063	0.703228288	0.854654308	0.992508481	0.705065322409174	0.713110559689365
19	0.3	pos	0.109031247	0.938770132	0.060229868	0.006491519	1.114522766	1.391541846	1.845316	2.567834434	0.848409365	0.992508481	2.58639494173192	0.708870308709776
19	0.6	neg	-0.024149762	0.938770132	0.060229868	0.012078986	0.986929224	1.230961432	0.3327391	0.409588999	0.574307905	0.986921014	0.409890112882779	0.428735702594693
19	0.6	pos	0.202878074	0.938770132	0.060229868	0.012078986	1.21395706	1.520120465	2.669226	4.057545069	0.569475924	0.986921014	4.04148982740647	0.424232481181735
19	0.9	neg	-0.072849587	0.938770132	0.060229868	0.036437177	0.962587589	1.208905802	0.05566385	0.067292351	0.123728343	0.962562823	0.0673460498545374	0.0850272523562482
